book_id,predicted_score,user_id
"[1066165, 2345727, 1013225, 1213546, 1015699, 3608208, 1082154, 1082518, 1020961, 1141406, 1459149, 1020670, 1032431, 1461903, 1045818, 1204889, 2256039, 4886245, 1391191, 3394338, 1015767, 1046265, 1061118, 1028270]","[2.9155306816101074, 2.375135898590088, 2.665295362472534, 2.2218191623687744, 2.7832610607147217, 2.7827858924865723, 2.8807382583618164, 2.13533353805542, 2.4902572631835938, 2.5547518730163574, 2.829329252243042, 2.6977128982543945, 2.4584994316101074, 2.4935317039489746, 2.6419100761413574, 2.6126391887664795, 2.7359328269958496, 2.8838346004486084, 2.491144895553589, 2.513648509979248, 2.629854202270508, 2.618436813354492, 2.626804828643799, 2.6842198371887207]",1130850
"[1427679, 1041111, 1066462, 1336968, 1030052, 1316648, 1465324]","[2.759943962097168, 3.167787551879883, 2.886524200439453, 2.9381890296936035, 3.005805730819702, 3.4855728149414062, 3.073756694793701]",1132726
"[1458192, 1400705, 1186392, 1082584, 1092149, 1068308, 3053207, 1529893, 3315879, 1085883, 1471391, 1020961, 1036274, 1455933, 1035477, 1089512, 1226062, 1000445, 1054685, 1449348, 1907739, 1186350, 1012611, 1075492, 1089511, 1220219, 1004992]","[2.727461338043213, 2.248711109161377, 2.8208847045898438, 2.258066415786743, 2.1226117610931396, 2.031240940093994, 1.8356878757476807, 2.1926510334014893, 2.2695045471191406, 2.391117811203003, 2.2896814346313477, 2.3699939250946045, 2.4556832313537598, 2.464611530303955, 1.9881200790405273, 2.350989818572998, 2.1030659675598145, 1.968860149383545, 2.4121527671813965, 2.272310256958008, 2.5229785442352295, 2.0967941284179688, 2.6938271522521973, 2.107187271118164, 2.0534183979034424, 2.2828242778778076, 2.138400077819824]",1133578
"[1062326, 1030052, 1918734, 1205372, 1223575, 1873268, 1006004, 1968643, 1079509, 1959786, 1088743, 1006881, 2256438]","[1.8711633682250977, 2.2398924827575684, 2.5743677616119385, 1.970628261566162, 1.9346237182617188, 2.0481250286102295, 1.7363770008087158, 1.6216075420379639, 2.2801990509033203, 2.080779552459717, 2.0388360023498535, 1.546149730682373, 1.7816390991210938]",1133723
"[1056868, 1418686, 2297697, 1079440, 1431836, 1089509, 1082518, 1255624, 1793132, 1086249, 2133254, 1046265, 1312333, 1082154, 1022060, 1038267, 1010464, 1436713, 1101607, 1037602, 1292416, 1786670, 1319345]","[2.865248441696167, 2.728475570678711, 2.2500009536743164, 2.4208407402038574, 2.3211188316345215, 2.6082706451416016, 2.2719616889953613, 2.5217156410217285, 2.5025343894958496, 2.609229564666748, 2.1068525314331055, 2.555180549621582, 2.668632745742798, 2.7219247817993164, 2.402080535888672, 2.4320764541625977, 2.362482786178589, 2.562549114227295, 2.8666958808898926, 2.7357373237609863, 3.0032730102539062, 2.2989892959594727, 2.2199606895446777]",1133849
"[1440345, 1780565, 1529893, 2271582, 2339950, 2143732, 1455933, 1291809, 5363767, 3009033, 4885241, 2275502, 1003284]","[2.9966933727264404, 3.190718650817871, 2.9701108932495117, 3.2692713737487793, 3.1144580841064453, 3.2098820209503174, 3.087045431137085, 3.377840042114258, 3.0801749229431152, 3.123552083969116, 3.465968608856201, 3.0016613006591797, 3.4601938724517822]",1134253
"[1059419, 1058234, 1079440, 1080812, 1025243, 1065970, 1291809, 1032581, 1367964, 1140727, 1084973, 1082162, 1016063, 1329941, 1056733, 1008145, 1044203, 1361249, 1082522, 1021847, 1086249, 1004956, 1052203, 1016523, 1008357, 1087145, 1085860, 1082154, 1203426, 1043485, 1087758]","[3.577744245529175, 3.5393290519714355, 3.4071927070617676, 3.3008923530578613, 3.4501025676727295, 3.0605812072753906, 3.457949638366699, 3.779414653778076, 3.5561463832855225, 3.3061890602111816, 3.5295462608337402, 3.3414337635040283, 3.5673859119415283, 3.28305983543396, 3.3827738761901855, 3.782954216003418, 3.304192543029785, 3.3432507514953613, 3.1364150047302246, 3.5418052673339844, 3.565945625305176, 3.6850693225860596, 3.3379533290863037, 3.407957077026367, 3.31785249710083, 3.5486459732055664, 3.6051151752471924, 3.780601978302002, 3.3894076347351074, 3.395439386367798, 3.065098762512207]",1134932
"[1034108, 2009825, 2980812, 1180102, 1032645, 1065970, 3667783, 1291809, 1915337, 1040104, 1529893, 1036274, 2256438, 2180619, 1918734, 1392604, 1062134, 1016523, 1058234, 2297706, 1467333, 1316648, 3246904, 1030052, 1442680, 4011670, 1370274]","[2.820394992828369, 2.859041690826416, 3.2736968994140625, 3.1108813285827637, 3.185140609741211, 2.8072450160980225, 3.3610877990722656, 3.3046493530273438, 3.214036226272583, 3.0735647678375244, 3.308964252471924, 3.312509536743164, 3.022503614425659, 3.3149831295013428, 3.4619979858398438, 3.175673484802246, 3.36014986038208, 3.043644905090332, 3.091010808944702, 3.065659999847412, 3.333040237426758, 3.212106704711914, 3.289431095123291, 3.40983247756958, 2.8624606132507324, 3.0238025188446045, 3.3880796432495117]",1135056
"[1322320, 1056733, 1051797, 1032645, 1030052, 1032431, 3642673, 1396339, 1046175, 1018153]","[3.202723979949951, 3.248382568359375, 3.569148302078247, 3.6188948154449463, 3.4738316535949707, 2.98972487449646, 3.384768009185791, 3.6248879432678223, 3.1625914573669434, 3.0939393043518066]",1136126
"[4074636, 1340986, 1329941, 1346815, 4749115, 3162527, 2297706, 1703544]","[2.9253857135772705, 2.8020873069763184, 2.5007987022399902, 3.229583263397217, 2.9070019721984863, 2.953007221221924, 2.680300235748291, 2.760622501373291]",1136683
"[1949338, 3010130, 1089518, 1007334, 1394364, 1006113, 1032501, 1086249, 1040104, 1321017, 1082387, 1011754, 1436713, 1786670]","[2.6401166915893555, 3.0693812370300293, 3.1801700592041016, 2.849226474761963, 3.6816229820251465, 3.008908271789551, 2.6314892768859863, 3.3265902996063232, 3.4122512340545654, 2.835507392883301, 3.3546509742736816, 3.4245386123657227, 3.1142261028289795, 2.942997932434082]",1136722
"[1056023, 1082387, 1046265, 1006560, 1275608, 1082334, 1085470, 1859140]","[2.72194242477417, 3.1734137535095215, 2.5343117713928223, 2.923497200012207, 2.631159782409668, 2.9101827144622803, 2.996185302734375, 2.849344253540039]",1137577
"[1089521, 3043491, 1857446, 1858513, 3786755, 1005660, 1456524]","[4.219954490661621, 3.02415132522583, 3.3545777797698975, 3.4132869243621826, 3.7368202209472656, 4.256809711456299, 3.345649480819702]",1137624
"[1361264, 1361263, 1016523, 1255625]","[2.7540676593780518, 2.804020881652832, 2.50034236907959, 3.0160183906555176]",1140854
"[1829226, 1427825, 1455933, 1340986, 2082194, 1529893, 1039487, 2133556, 3394338, 1781120, 1049189, 3191328, 3091349, 1062326, 1069071, 1012203, 4886245, 2980812]","[3.175105094909668, 2.749401092529297, 2.7774899005889893, 3.1002821922302246, 3.532400608062744, 3.037339687347412, 3.108696460723877, 2.776458740234375, 2.9353859424591064, 2.8976926803588867, 2.9566328525543213, 2.33107852935791, 2.7252554893493652, 2.823702096939087, 2.949739933013916, 2.711926221847534, 3.3317348957061768, 3.004080057144165]",1141345
"[1257365, 1015767, 1426971, 1032431, 1027191, 1056461, 4011440]","[3.182297468185425, 2.971370220184326, 2.6167001724243164, 2.843719482421875, 3.266963005065918, 2.9514050483703613, 2.61737060546875]",1141690
"[1777823, 1076045, 1786670, 1458164, 1030052, 1212893, 1279212, 1358873, 1529893, 1119522, 3311009, 1033190, 1860750, 1483522, 1082398, 1020959, 1873268, 1001136, 3392046, 1069685, 1102403, 1036490, 1031740, 1221515, 1029111, 1034479, 1014578, 1020670, 1041007, 1807516, 1083428, 1337297, 1213546, 1433640, 3394338, 1040771, 1455933, 1071241, 4238362, 1080687]","[3.1085379123687744, 3.252218246459961, 3.2435433864593506, 3.242570638656616, 3.1082210540771484, 3.268489122390747, 2.9406285285949707, 3.149296998977661, 2.954002857208252, 3.1112184524536133, 3.005627155303955, 3.6597471237182617, 2.881572723388672, 3.146742820739746, 3.0185065269470215, 3.321545362472534, 3.072239875793457, 3.031217336654663, 3.6340484619140625, 2.9698338508605957, 3.1266746520996094, 3.078009605407715, 3.3247575759887695, 3.0163393020629883, 3.004755973815918, 2.9369051456451416, 3.4391932487487793, 3.492063045501709, 3.7572128772735596, 3.0958499908447266, 3.3238558769226074, 3.0901331901550293, 3.1754820346832275, 3.0276639461517334, 3.046082019805908, 3.203061580657959, 3.3388071060180664, 3.4688425064086914, 3.768723964691162, 2.8825602531433105]",1142500
"[1389960, 1020459, 1051797, 1068920, 1063624, 1255624, 1006113, 1322158, 3012517, 2056749, 1789837, 1467535, 1065970, 1903968, 1070851]","[2.9074795246124268, 2.891737937927246, 2.7824177742004395, 3.1027560234069824, 2.5860865116119385, 2.586637020111084, 2.42926287651062, 2.956937313079834, 2.4325077533721924, 2.7367565631866455, 2.9374256134033203, 2.7632079124450684, 2.2243382930755615, 2.6992383003234863, 2.8478970527648926]",1142582
"[1369777, 1812439, 2034893, 1193821, 1046265, 3646172, 2214344, 1056733, 1805514, 1948901, 1044663, 1322320, 1322066, 2068211, 1040771, 1039487, 1432422, 1456597, 2980812, 4152754, 1529893]","[2.836838722229004, 2.50262713432312, 2.7168691158294678, 2.499328851699829, 2.3738973140716553, 2.9704556465148926, 2.9120049476623535, 2.5083274841308594, 2.7795162200927734, 2.4149417877197266, 2.889535427093506, 2.7357544898986816, 2.4696736335754395, 2.8586249351501465, 2.62211537361145, 2.4888808727264404, 2.623962640762329, 2.2736692428588867, 2.5643842220306396, 2.449615716934204, 2.510723352432251]",1142927
"[1119528, 1090043, 1439894, 1011662, 1312333, 1041482, 1770782, 1040771, 1082584, 1029111, 1283273, 1014578, 1013502, 1029791, 1014278, 1084973, 1024217, 1085860, 1220219, 1400705, 1023048, 1019428, 1089243]","[3.0213818550109863, 3.3666017055511475, 3.304189443588257, 2.8523483276367188, 3.313331127166748, 3.6388425827026367, 3.821898937225342, 3.355724811553955, 3.6128721237182617, 3.3714492321014404, 3.08778715133667, 3.6454286575317383, 3.2961888313293457, 3.416743755340576, 3.0897226333618164, 3.4406087398529053, 2.9544851779937744, 3.7975265979766846, 3.029999256134033, 3.5956969261169434, 3.812868595123291, 3.2896056175231934, 3.1568522453308105]",1143722
"[1346815, 2082194, 1033190, 1868896, 1433640, 1396339, 3316422, 3009033, 1226062, 1948901, 1316622, 1193821, 2057285, 1057206, 1257365, 1221515, 1882933, 1370274, 2008284, 1926103, 1009257, 4171951]","[3.6321158409118652, 3.9220783710479736, 3.6923375129699707, 3.554898977279663, 3.5436758995056152, 4.099661350250244, 3.754490613937378, 3.4116158485412598, 3.319063186645508, 3.664435386657715, 3.669440746307373, 3.4319334030151367, 3.503481388092041, 3.4677517414093018, 3.5250461101531982, 3.4370059967041016, 3.797567367553711, 3.5090548992156982, 3.5323009490966797, 3.91792368888855, 4.037151336669922, 3.970522403717041]",1144905
"[1031740, 1011662, 1291809, 1459623, 1052203, 1394536, 3246904, 1019428, 1858513]","[2.1127986907958984, 2.3592681884765625, 2.6251401901245117, 2.484490394592285, 2.6487793922424316, 2.8375279903411865, 2.9364373683929443, 2.514622449874878, 2.327765464782715]",1145451
"[1021056, 1441869, 2567698, 1775691, 1032501, 1473250, 1056461, 1033190]","[2.3896279335021973, 2.4271745681762695, 3.2332868576049805, 3.0245485305786133, 2.50836181640625, 2.6925253868103027, 2.987682342529297, 2.613314390182495]",1145553
"[1884249, 1014825, 1022238, 1027191, 1858576, 1868698, 1048007, 1775691]","[3.549121618270874, 3.7995853424072266, 3.3461129665374756, 3.8249034881591797, 3.450997829437256, 3.1708765029907227, 3.385796546936035, 3.7090630531311035]",1145845
"[1013267, 1045201, 1029111, 1851385, 1938591]","[3.0402908325195312, 3.4093003273010254, 3.3700103759765625, 3.09366774559021, 3.4804980754852295]",1146587
"[1079440, 1047719, 1035146, 1213546, 1020959, 1059112, 1058679, 1082577, 1031740, 1060117, 1020670, 1291809, 3369600, 1082138, 1119796, 2214350]","[2.8591256141662598, 3.02510404586792, 2.7745344638824463, 2.6352286338806152, 3.257420778274536, 3.1449646949768066, 2.5749497413635254, 2.704132318496704, 2.8887972831726074, 2.871004104614258, 3.1869425773620605, 2.9529318809509277, 3.5914993286132812, 2.63295316696167, 2.7968688011169434, 2.811370849609375]",1147451
"[2280027, 1981355, 3369600, 3259440, 1021273, 2081876, 1161852, 2584971, 4238754, 1424741, 2061644, 2294993, 1119839, 3995526, 3162527, 1867642, 1180108, 1023045, 2250587, 1781300]","[2.781367301940918, 2.3858797550201416, 3.1951780319213867, 3.3132424354553223, 2.6435837745666504, 2.3539042472839355, 3.098228931427002, 2.766641616821289, 3.098742723464966, 2.7912657260894775, 2.724308490753174, 3.0824732780456543, 2.5091335773468018, 2.8862760066986084, 2.6921982765197754, 2.853989601135254, 2.7094554901123047, 2.9784393310546875, 2.640434741973877, 2.7124741077423096]",1147624
"[1255624, 1070851, 1052380, 1209899, 1085860, 5363767, 4112874, 2567698, 1767388, 1180102, 1794620, 1858576, 1085883, 1054685, 1421921, 1050339]","[2.6468164920806885, 3.007626533508301, 3.144598960876465, 3.3786776065826416, 2.980984926223755, 3.1040515899658203, 2.9695732593536377, 3.136479616165161, 3.4187276363372803, 3.0471208095550537, 3.288600444793701, 3.035367965698242, 2.9409725666046143, 2.9987668991088867, 2.8663487434387207, 2.9197134971618652]",1148990
"[3274182, 1082582, 1051797, 1125186, 1878708, 1025176, 1049189, 1963912, 1018577, 1322248, 2230208, 1459149, 1330009, 1020459, 1529893, 2170629, 1180102, 1361258, 2256039]","[2.8096141815185547, 2.7803616523742676, 3.3414053916931152, 2.6659512519836426, 3.0479013919830322, 3.076282262802124, 2.7408647537231445, 2.811246633529663, 2.5709307193756104, 3.4071860313415527, 2.7373528480529785, 2.8498992919921875, 2.6668760776519775, 2.648536443710327, 2.86433744430542, 2.6226377487182617, 2.7424988746643066, 3.1479809284210205, 3.3061718940734863]",1150227
"[1089512, 1033825, 1017839, 1051797, 2336093, 1020961, 1044547, 1917972, 1048610, 1032431, 1030366, 1011754, 1465324, 1037954, 1064275, 1441869]","[3.176363229751587, 3.011103630065918, 2.985269546508789, 3.1728482246398926, 3.2335031032562256, 2.9884095191955566, 3.360684871673584, 2.8149571418762207, 2.7765350341796875, 2.8022642135620117, 2.6263437271118164, 3.3010473251342773, 2.7975051403045654, 2.7401304244995117, 3.2879858016967773, 3.105159044265747]",1151238
"[1442678, 1474842, 1453210, 1776683, 1082577, 1084336, 1016486, 1460313, 1917972, 1085799, 2359003, 1221515, 1013380, 1898609, 1049190, 1060068, 1034282, 1439216, 1021425, 1066462, 1401840]","[3.349681854248047, 3.6392269134521484, 3.0427894592285156, 2.964949131011963, 3.3223955631256104, 3.41986083984375, 3.011284589767456, 3.2801640033721924, 3.1451196670532227, 3.3748624324798584, 2.862333059310913, 3.3541016578674316, 3.255056381225586, 3.1012110710144043, 3.3537631034851074, 3.1197986602783203, 3.20320987701416, 3.5570082664489746, 3.2934632301330566, 3.3886241912841797, 3.166595935821533]",1151572
"[1358873, 1312333, 1038267, 1058234, 1851385, 3662594, 1775691, 1281622, 1013129, 1921479, 1529893, 1016523, 1051163, 1016063, 1965977, 1046172, 1010362, 1017143, 3071717, 1322158, 1255598, 1939182, 1006073, 1358416, 2070844, 1322066, 1030052]","[2.6741585731506348, 2.813471555709839, 2.3382701873779297, 2.6930084228515625, 2.699662685394287, 2.564263343811035, 2.96126651763916, 2.926912307739258, 2.4485361576080322, 2.8202691078186035, 2.4425151348114014, 2.2316184043884277, 2.346675395965576, 2.696565628051758, 2.2014284133911133, 2.6274678707122803, 2.808145523071289, 2.9131927490234375, 2.5264997482299805, 2.8113739490509033, 2.4812378883361816, 2.874913215637207, 2.646315097808838, 2.6224746704101562, 2.3979289531707764, 2.194904327392578, 2.667818069458008]",1152187
"[2036343, 1082518, 2082194, 1005279, 2123957, 2257188, 2256039, 2988943]","[3.220125675201416, 2.813021183013916, 3.9286718368530273, 3.3451528549194336, 3.103574752807617, 3.4603466987609863, 3.5478334426879883, 3.4276349544525146]",1154036
"[1464989, 1017563, 1013129, 1021847, 1044203, 1057244, 1023048, 1941558, 1000517, 1090043, 1051797, 1078554, 1009160, 3776157, 1006004, 2256438, 1016523, 1016204, 1761056, 1017143, 1011882, 1361264, 3394338]","[2.8343091011047363, 2.409632444381714, 2.339630126953125, 3.0085554122924805, 2.687330961227417, 3.0044877529144287, 3.011939287185669, 2.7717268466949463, 2.881834030151367, 3.00897216796875, 3.3640999794006348, 3.112337589263916, 2.780992031097412, 2.4271626472473145, 2.600175142288208, 2.420342445373535, 2.6177501678466797, 2.518268585205078, 2.730470657348633, 2.63019061088562, 2.993001937866211, 2.5726394653320312, 2.6872363090515137]",1154514
"[1822793, 1871471, 2170629, 1008357, 1361249, 1013502, 1449351, 1029791, 1047719, 1034108, 1003148, 2123957, 1442678, 1005918, 1084336, 1043008, 1026317, 1013416, 2067299, 2032666, 1024217, 1467776, 2298149, 1004992, 1316648, 1358413, 1400705, 1392604, 1057244, 1417905, 1026425, 1070441, 1419736, 1481371, 1367458, 1441869, 1012802, 1418297, 1013001, 1040771, 1931318, 1367964, 1016300, 1873268, 1475048, 1204889, 2150240, 1459623, 1441241, 1369776, 1427788, 1054889, 2160556, 1914572, 1329941]","[3.1003060340881348, 2.633319854736328, 3.219801902770996, 3.137518882751465, 2.811847686767578, 3.009246587753296, 3.3210701942443848, 3.038576126098633, 3.389204978942871, 2.729257106781006, 3.2584714889526367, 2.795041561126709, 3.0807108879089355, 3.3571386337280273, 3.2037131786346436, 3.1113882064819336, 3.3867969512939453, 3.145108699798584, 3.3393542766571045, 2.9833908081054688, 2.7994625568389893, 3.141547441482544, 2.8115041255950928, 3.1558237075805664, 3.3582184314727783, 2.695420265197754, 3.240898370742798, 3.0270140171051025, 3.3105363845825195, 3.2105908393859863, 3.1784684658050537, 2.9740819931030273, 2.759317398071289, 3.559638261795044, 3.1642045974731445, 3.103529930114746, 2.5818822383880615, 3.1339802742004395, 3.2499518394470215, 2.8456428050994873, 2.602199077606201, 3.1277198791503906, 2.832367181777954, 2.94551420211792, 3.0556297302246094, 3.084226608276367, 3.3713812828063965, 2.9412455558776855, 3.076962471008301, 3.1586618423461914, 3.350280284881592, 2.849121570587158, 2.625659942626953, 3.1720471382141113, 2.7847695350646973]",1154663
"[1030366, 1016486, 1082154, 1025336, 1013225]","[2.270641803741455, 2.627473831176758, 2.802447557449341, 2.537740468978882, 2.223106622695923]",1155235
"[1082154, 1060117, 1033825, 1008145, 1050339, 3009821]","[3.5218276977539062, 3.3712239265441895, 3.4273312091827393, 3.379063367843628, 3.3992931842803955, 3.4481921195983887]",1155882
"[1057244, 2359003, 1786387, 1007334, 1067907]","[3.393139123916626, 3.244157314300537, 3.274554967880249, 3.2971768379211426, 3.2084481716156006]",1156595
"[1021847, 1084336, 1056733, 1082154, 1070441, 1008145, 1469051, 2056749, 1016300]","[3.406327486038208, 3.383854389190674, 3.651958465576172, 3.558898687362671, 3.2312471866607666, 3.359450340270996, 3.100681781768799, 3.2167162895202637, 3.2321360111236572]",1157543
"[1075495, 1070441, 1001136, 1007334, 1455933, 1400707, 1770782, 1019431, 1034479, 1032581, 1851385, 1089243, 1818347, 1892491]","[3.7543935775756836, 3.562912940979004, 3.589923143386841, 3.5130879878997803, 3.8060383796691895, 3.6366658210754395, 4.0960516929626465, 3.509272575378418, 3.4250121116638184, 3.5235402584075928, 3.4745373725891113, 3.5599098205566406, 4.082611560821533, 3.5713298320770264]",1158627
"[1049219, 1322248, 1312333, 2193877, 1071241, 3211779, 1059406, 2297786, 2115040, 1006881, 1926700, 1892491, 2284090, 1281622, 1039487]","[2.3686962127685547, 2.9107706546783447, 2.7480106353759766, 2.3194382190704346, 2.643967866897583, 2.776528835296631, 2.7933740615844727, 2.728606700897217, 2.645475149154663, 2.3548145294189453, 2.599004030227661, 2.770372152328491, 2.6132450103759766, 2.88228178024292, 2.451627016067505]",1159037
"[2214344, 1119522, 2193877, 2071404, 1780565, 1016523, 1440589, 1022060, 1581547, 1481362, 1917078, 2133556, 1008732, 1529893, 1207819, 1023045, 1014825, 1068308, 1455933, 1465324, 1044547, 1205054, 2250587, 1965977, 1388169, 1040771, 1337303, 1041616, 1059419, 1045466, 2194123, 2030664, 1027247]","[3.440882921218872, 3.2958452701568604, 3.273106336593628, 3.5746374130249023, 3.825753688812256, 3.146113395690918, 3.6657583713531494, 3.2980737686157227, 3.9189414978027344, 3.4392662048339844, 3.480963706970215, 3.2695913314819336, 3.7692508697509766, 3.167820692062378, 3.370652675628662, 3.7516870498657227, 3.3938546180725098, 3.14613938331604, 3.35146427154541, 3.179292678833008, 3.6150636672973633, 2.9038476943969727, 3.558685779571533, 3.2689192295074463, 3.3963942527770996, 3.2463338375091553, 3.8610262870788574, 3.5721242427825928, 3.7659592628479004, 3.33393931388855, 3.417853355407715, 2.9752392768859863, 3.25993275642395]",1159653
"[3344676, 3644791]","[2.6871414184570312, 3.060182571411133]",1159916
"[3315879, 2257188, 2149655, 1004088, 1070441, 1465324, 1041482, 1016300, 3191044, 1075743, 1547265, 1223575, 1214898, 1025243, 1159939, 1441707, 3642673, 1034108]","[2.6468100547790527, 2.3084514141082764, 2.284830331802368, 2.204073429107666, 2.4031925201416016, 2.198401689529419, 2.6646006107330322, 2.2718043327331543, 2.0306100845336914, 2.663865566253662, 2.41990327835083, 2.1638448238372803, 2.472179889678955, 2.3260550498962402, 2.376075267791748, 1.9778308868408203, 2.18815016746521, 2.1432747840881348]",1161448
"[1057244, 1465324, 4074636, 1082406, 1213546, 1083477, 1125186, 1186392, 1212893, 1012032, 1007433, 1027247, 1021847, 1082162, 1391191, 1070441, 1084336, 1083428, 1066462, 1068920, 1059937]","[3.7685580253601074, 3.5543041229248047, 3.52738618850708, 4.206706523895264, 3.515275478363037, 3.580811023712158, 3.7824325561523438, 3.6120896339416504, 3.504164457321167, 3.4793825149536133, 3.5121116638183594, 3.2854726314544678, 3.4383134841918945, 3.748396396636963, 3.845582962036133, 3.7106070518493652, 3.7674570083618164, 3.749114513397217, 3.816667079925537, 3.594991445541382, 3.6930031776428223]",1161876
"[1043815, 1283273, 1035146, 1058234, 1039752, 1040771, 1029159, 1949068, 2035162, 1082398, 1003000, 1200840, 1400717, 1358873, 1016523, 1065970, 1066462, 1057244, 1020961, 1001885, 4238362, 1080309, 1046265, 1903968, 1026425, 2143304]","[1.9003698825836182, 2.231964588165283, 2.1499552726745605, 2.152388572692871, 2.3334174156188965, 2.1751177310943604, 2.0900535583496094, 2.321073293685913, 1.8823678493499756, 2.1710362434387207, 2.7872023582458496, 2.486854076385498, 2.0846307277679443, 2.158698558807373, 1.923588514328003, 1.72658109664917, 2.225236415863037, 2.359302043914795, 2.2018489837646484, 2.360440254211426, 2.514913558959961, 2.171128749847412, 2.391754627227783, 2.351573944091797, 2.0327274799346924, 2.559832811355591]",1162622
"[1212152, 1019568, 2149655, 2160556, 1033778, 1220853, 1882933, 1949338, 1085799, 1041482, 1066165, 1014578, 1046492, 1283273, 2265312, 1022238, 1255624, 1057206, 1316622]","[2.675046920776367, 2.818016529083252, 2.7064332962036133, 2.412583351135254, 2.772796630859375, 2.6118199825286865, 3.0783824920654297, 2.7720866203308105, 2.4689903259277344, 2.7035744190216064, 2.8828530311584473, 2.9637866020202637, 2.668311357498169, 2.9664247035980225, 2.981724262237549, 2.726741075515747, 2.5445961952209473, 2.401380777359009, 2.9837522506713867]",1162659
"[1255288, 1030470, 1213546, 2161892, 1087758, 1024217, 1015584, 1125186]","[3.1349587440490723, 3.394662380218506, 3.135408401489258, 3.0841221809387207, 2.8612585067749023, 3.084780216217041, 3.0884785652160645, 3.5059285163879395]",1162749
"[2242467, 1030052, 1089515, 1040771, 3053207, 1981647, 2133074, 1119839, 1022238, 1082518, 1045926, 1312333, 1008988, 1101607, 1765512, 1012561, 1017143, 1065970, 1005279, 1529893]","[2.5192368030548096, 2.6095528602600098, 2.411863327026367, 2.314027786254883, 2.4443745613098145, 2.5824317932128906, 2.3619027137756348, 2.728818416595459, 2.729820966720581, 2.292128562927246, 2.2038745880126953, 2.86018443107605, 2.6414380073547363, 2.4734649658203125, 2.01904296875, 2.8845176696777344, 2.820624351501465, 2.4318830966949463, 2.7289514541625977, 2.6777029037475586]",1163150
"[1401841, 1008074, 1467333, 1071241, 1422833, 2057285, 1090043, 1853785, 2009825, 1024217, 1006073, 2233893, 1312333, 1059406, 1867064, 1261153, 1485224, 1938591, 1087145, 1916726, 1029553, 1926103, 1063190, 1212893, 1082334, 3426869, 1227838]","[3.4785404205322266, 3.091264247894287, 3.735121726989746, 3.5077426433563232, 3.9528865814208984, 3.233795166015625, 3.606032371520996, 3.764890193939209, 3.2069005966186523, 3.5886330604553223, 4.109044551849365, 3.6066293716430664, 3.8719329833984375, 3.5959343910217285, 3.6839234828948975, 4.021534442901611, 3.7753562927246094, 4.034332275390625, 3.452484130859375, 3.7379961013793945, 3.605100154876709, 3.3937644958496094, 3.733078956604004, 3.2832179069519043, 3.768263578414917, 3.257467269897461, 3.513688087463379]",1163411
"[4009552, 1805514, 1036274, 1485495, 1823349, 1859140, 3187737, 3162513, 1012203, 1019485, 3211779, 4238362, 1059406, 1080544, 2297706, 1041550, 1794844, 1470158, 1949338, 3813669, 3010130, 4152754, 1873231]","[3.381585121154785, 3.257439613342285, 3.741304636001587, 3.481078624725342, 3.509113073348999, 3.3280751705169678, 3.531829595565796, 3.3756303787231445, 2.7060046195983887, 3.364044666290283, 3.8361945152282715, 3.7511749267578125, 3.24009370803833, 2.9209601879119873, 3.159132242202759, 2.8981375694274902, 3.407947540283203, 3.4108972549438477, 3.4825546741485596, 3.6096222400665283, 2.9475560188293457, 3.038269519805908, 3.1242318153381348]",1164129
"[3108829, 1421921, 4618225, 1064275, 1063245, 1873231, 1040771, 1254588, 1050339, 1474688, 1006560, 1400705, 1082334, 2326403, 1963912, 1059419, 4714734, 5275059, 1336968, 1081422, 1985223, 1017143, 2035179]","[2.9198379516601562, 2.984264373779297, 2.8861560821533203, 3.0995659828186035, 2.9374215602874756, 3.43070125579834, 2.8583812713623047, 2.8933589458465576, 3.058549404144287, 3.191370725631714, 3.2635183334350586, 2.821314811706543, 3.094975471496582, 3.4216771125793457, 2.6929426193237305, 2.6302239894866943, 2.8970913887023926, 2.9489707946777344, 2.9322805404663086, 2.719424247741699, 2.5814368724823, 2.900822639465332, 3.3799080848693848]",1166030
"[1050339, 1458192, 1016300, 1873281, 1321789, 1329941, 1440468, 1439216, 1060779, 1059406, 1030052, 1043008, 1023048, 1382846, 1039487, 1001136, 1082173, 1081422, 1337303, 2214350, 1465324, 1059112, 1026425, 1467333, 1261153]","[2.294694662094116, 2.3825783729553223, 1.8895714282989502, 2.391691207885742, 2.4128565788269043, 2.0991320610046387, 2.0715432167053223, 2.4717955589294434, 2.223684549331665, 2.3584349155426025, 2.5370020866394043, 2.4708497524261475, 2.5847959518432617, 2.1929993629455566, 2.0476672649383545, 1.9701135158538818, 2.2880232334136963, 2.3753936290740967, 2.3474512100219727, 2.3728246688842773, 2.2142672538757324, 2.7004544734954834, 2.0947117805480957, 2.3744146823883057, 2.583925724029541]",1166579
