user_id,rec_list
1251334,"['1015403', '1020959', '1396339', '1330096', '4173403', '3616310', '1915337', '1903968', '3326892', '4886245']"
1252934,"['1041482', '1767388', '3995526', '1007772', '1032645', '1008357', '1007305', '1021615', '1848256', '1873281']"
1253159,"['1061118', '1848256', '3316422', '1056868', '1028270', '3615061', '1026425', '3621252', '1449348', '1858513']"
1253647,"['1082406', '1209899', '2360269', '1090043', '1021847', '1005521', '1059419', '1878708', '1003078', '1079440']"
1253818,"['1474688', '1007914', '2170629', '1022238', '1020959', '1786670', '1449352', '1007928', '1361249', '1009160']"
1254395,"['1003000', '3191044', '1056733', '1002299', '1255625', '1059419', '1419841', '1471391', '1458164', '1015699']"
1254692,"['1011754', '1440972', '1794620', '1220853', '1002299', '1007772', '1878708', '1082387', '1022238', '1090043']"
1254724,"['1014561', '3609132', '1017841', '1005918', '1031741', '1322025', '1043815', '1220853', '1203251', '1141406']"
1256212,"['1002299', '1424741', '1080687', '1090043', '1319345', '1858513', '1013225', '1014533', '1063624', '3013903']"
1256804,"['2256039', '1322328', '4238362', '4872671', '2070012', '2230208', '1060068', '1028916', '1036490', '1043201']"
1257229,"['3369600', '1074841', '3010133', '2584971', '1427788', '1028693', '1020670', '2980812', '2250587', '2143732']"
1259244,"['3646172', '1009257', '1071241', '1063245', '4886245', '1388169', '1012561', '1214898', '2340955', '4074636']"
1262246,"['1007914', '1017143', '1007305', '1050339', '1075492', '1068920', '1082407', '1132956', '1084336', '1008145']"
1262387,"['3012517', '1040211', '2171321', '1975797', '1056733', '1085860', '1227838', '1058234', '1400705', '2295163']"
1263043,"['1023048', '1064275', '1209899', '1019568', '1793132', '1041482', '1044547', '1055976', '1075743', '1291809']"
1263559,"['1396339', '3813669', '3547099', '1863930', '2062200', '1794620', '1056868', '1926700', '1915536', '1914572']"
1264578,"['1258490', '1440972', '2032117', '3615061', '1292416', '2242467', '1049522', '2298149', '1082407', '1431779']"
1264734,"['1056733', '1394364', '1032581', '1873231', '1089523', '1012637', '1082399', '1003000', '1449351', '1045818']"
1265097,"['1346815', '1963310', '1057244', '1823349', '2030664', '1281622', '1001193', '2133254', '1358873', '1060068']"
1265544,"['1938591', '1071241', '2257609', '1878708', '3006581', '1040397', '1851385', '1853323', '1039487', '1793132']"
1267105,"['4742918', '1192090', '2567698', '1026036', '3211779', '1459623', '1082334', '1424741', '1419882', '2061644']"
1268695,"['3187737', '3162513', '2034893', '3162527', '1069059', '1016063', '1015584', '2297706', '1926103', '2567919']"
1270679,"['1053759', '1082584', '1079252', '1059419', '1030052', '1019568', '1020670', '1382846', '1056733', '1023045']"
1271766,"['2131415', '1432596', '1057244', '3609132', '3646172', '2035179', '1021615', '1087758', '1217071', '1013129']"
1273620,"['1008732', '1085860', '1485495', '1023045', '3006581', '1071241', '1056733', '1777932', '2297697', '1140727']"
1274145,"['1007305', '1382829', '1068920', '2295163', '1052203', '4242172', '1212894', '1008145', '1056023', '1029553']"
1274717,"['1007914', '2256039', '2131415', '1007305', '1440089', '2295163', '1085021', '1028780', '1119839', '1046265']"
1275889,"['1034282', '3181927', '1009931', '1200840', '1059336', '1059406', '1013001', '1319345', '2154960', '1053759']"
1276021,"['1321789', '1061118', '1059419', '1084336', '1081422', '1017143', '1016486', '1082518', '1931318', '1032501']"
1277050,"['1023048', '1002299', '1085860', '1047447', '1867642', '1014578', '1903968', '1017143', '3646172', '1473250']"
1277269,"['1794620', '3211779', '1049522', '3344676', '1008145', '1818347', '1440972', '1770782', '2214350', '1798557']"
1277453,"['1005660', '1028404', '3608208', '1431779', '2250587', '1391191', '1949068', '1867064', '1763809', '1016486']"
1278583,"['1017143', '3316422', '1316648', '1781120', '1085021', '1388169', '1439216', '1056733', '4872671', '1050743']"
1279068,"['3211779', '1085860', '2150240', '3124525', '1422833', '1014578', '1089515', '1394364', '1464716', '1461903']"
1281595,"['1044547', '1007305', '2180619', '1002299', '1084082', '1075492', '1003000', '1927782', '1068920', '1084336']"
1281923,"['1075492', '1029553', '3111928', '3259440', '4171951', '1053759', '1026317', '1029791', '1013001', '1331571']"
1282278,"['3239824', '1085860', '1040211', '1047138', '2348372', '1067907', '1422833', '1228110', '1775691', '1125186']"
1282372,"['1084973', '1059419', '1008145', '1037602', '1159939', '1064828', '1047138', '1015584', '1079440', '1090043']"
1282553,"['1007305', '1389960', '1400705', '1023045', '1082154', '1067907', '1439216', '1053759', '1786670', '3009821']"
1284332,"['1032645', '1082387', '1009257', '1007914', '1394364', '1000323', '1200840', '1770782', '1020959', '1917078']"
1285345,"['1001193', '1046175', '1021615', '3073494', '1021597', '1999037', '1914572', '1051163', '1040771', '1022492']"
1285640,"['1007305', '1258490', '2243213', '3813669', '1012637', '1013208', '1077528', '1040211', '1030469', '1084336']"
1286998,"['2360269', '1937357', '1427788', '1392604', '1369776', '1337297', '1927869', '1467535', '1458192', '1481362']"
1289109,"['1089512', '1388169', '1903968', '1019568', '1221515', '1050339', '1089511', '1220219', '4112874', '1082578']"
1289335,"['3642673', '1019568', '3369793', '1039487', '1017143', '3394338', '1063245', '1089512', '3311009', '1063190']"
1289392,"['1003000', '2567698', '1082398', '1291355', '1848256', '4238362', '3335362', '1045818', '2996596', '1822793']"
1292015,"['1037602', '1917078', '1382829', '2971734', '1062193', '1485224', '1807516', '1949068', '2170629', '2295163']"
1292689,"['1027191', '1028404', '1003000', '2035179', '1581547', '1257365', '1059112', '1043201', '1064275', '3033668']"
1292934,"['1005660', '1321017', '1009257', '1085470', '1089521', '1082518', '1400705', '1858576', '1050339', '1034282']"
1292994,"['3713327', '4074636', '2295163', '3615061', '1019338', '3616310', '1040771', '1863930', '4152754', '4171951']"
1293083,"['1401425', '2033081', '1026425', '1020670', '1016486', '1321789', '1060068', '1069059', '1027247', '1291809']"
1293503,"['2567698', '1089512', '1089517', '1021193', '1007305', '1916726', '1076045', '1046265', '1058661', '1442680']"
1294101,"['2971734', '1036274', '1003000', '1283273', '1058661', '1440992', '2160292', '1016204', '1907739', '1358873']"
1294764,"['1075495', '2133074', '1424741', '1090043', '2250587', '1346815', '1008145', '3014576', '1013380', '1436348']"
1295964,"['2295324', '1020959', '1015452', '1087145', '1059419', '1035477', '1011662', '1141406', '1023500', '1059406']"
1296718,"['1336968', '1047138', '1775691', '2331434', '2070012', '1068920', '1018153', '1459149', '3879301', '2071404']"
1296974,"['1794844', '3010133', '1015452', '1029159', '1892491', '1048537', '1063190', '1031575', '3394338', '1547265']"
1297078,"['3344676', '1011754', '3642673', '1007305', '3103080', '1058661', '1058234', '1080687', '3151990', '5275059']"
1297130,"['2143732', '2063819', '1032645', '1915337', '1056868', '1212893', '1474842', '1041007', '1263399', '1400705']"
1297305,"['1012611', '1006560', '1775691', '1005918', '1059419', '2348372', '1089511', '1019568', '1316622', '1085860']"
1297440,"['1025753', '1040211', '1770782', '1427288', '1017143', '4741216', '3013903', '1037602', '1088581', '1203426']"
1299232,"['1433700', '3344676', '1322158', '4742918', '1919201', '5275059', '4872671', '1426971', '1030052', '1012203']"
1299702,"['3369600', '3608208', '2243213', '1030052', '2297786', '1041616', '1033997', '1070441', '1291809', '1794620']"
1299728,"['2160292', '1039752', '1025753', '1085799', '1858576', '1079509', '1400705', '1032431', '3010130', '1014533']"
1300032,"['3392046', '1041007', '4238362', '1432596', '1848256', '1059419', '1396339', '3111928', '1902628', '1026686']"
1300105,"['3211779', '1027247', '1030052', '1770782', '2035179', '1039487', '1021847', '1388169', '2129427', '1143694']"
1300253,"['1007305', '1388169', '1009257', '2042966', '1030052', '1186350', '1039752', '1039487', '1082584', '1035326']"
1300300,"['1040211', '3211779', '2160226', '2008284', '1907739', '4742918', '1056315', '1029553', '1765512', '3315879']"
1302058,"['1089243', '1812895', '1049688', '1203244', '1047719', '1050743', '1049348', '1082334', '1205372', '1009160']"
1302560,"['1085860', '2256039', '3369600', '1336968', '3662594', '2284311', '1021615', '1401840', '2382705', '1022238']"
1303086,"['1902628', '1939182', '3290010', '1025243', '1009257', '1346815', '3181927', '3662594', '1400707', '2067299']"
1303121,"['1015403', '1039752', '1770782', '1011754', '1067907', '1848256', '1026036', '1291809', '1873268', '1079440']"
1303966,"['1401161', '2243213', '1009257', '1025243', '1025753', '1382838', '1012747', '1060068', '1767945', '1018153']"
1304663,"['1092149', '1026036', '1064682', '3995526', '1917078', '1046175', '1400705', '1159939', '1776683', '1361263']"
1304776,"['1878708', '1959786', '2170629', '1045247', '1180102', '1046385', '1016300', '1009160', '3801097', '3394338']"
1306307,"['1089521', '1082406', '1002299', '1017143', '1424694', '2256039', '1056868', '1041482', '1418297', '1767388']"
1306646,"['1032645', '1209899', '1449661', '3608208', '1029791', '1141406', '2361768', '2130986', '2139305', '1292416']"
1306824,"['1078554', '1089517', '1581547', '2180619', '2214350', '1089518', '1059419', '1002299', '1008145', '1009393']"
1306913,"['1424694', '1059419', '1068920', '2131415', '1125186', '1421921', '2130986', '1046265', '2150240', '2171321']"
1306924,"['1903968', '1775691', '1485495', '1082334', '1004088', '1827578', '1220853', '1212894', '1049348', '1052380']"
1307285,"['1020959', '1007914', '1862115', '4011440', '3191044', '3344676', '1458164', '1161852', '1529893', '4885241']"
1307402,"['1047447', '1981355', '1075495', '1020670', '1020959', '1089509', '1015452', '1291355', '1045201', '1046209']"
1307487,"['1008988', '1044547', '1212893', '1061118', '1045818', '1020670', '1858513', '1013502', '2159042', '1089243']"
1307927,"['2971734', '3642673', '1075495', '1058234', '2294993', '1021615', '1082154', '1917078', '1433640', '1046265']"
1310789,"['3187737', '3713327', '3181927', '1063245', '1012611', '1228110', '1043579', '1046265', '1456597', '1058679']"
1311079,"['1440972', '3369600', '4238362', '1292416', '3344676', '1346815', '4749115', '3066477', '1026317', '1019428']"
1311106,"['1015403', '1440972', '3162513', '1003000', '1396339', '3667783', '3246904', '1030052', '1034282', '3621252']"
1311766,"['1767388', '1003000', '1082399', '3326892', '1330096', '1949068', '3626924', '1792668', '1981647', '3311009']"
1311770,"['1844629', '1432422', '3813669', '1029791', '1049215', '3274851', '1079440', '1421921', '1337297', '1026425']"
1312465,"['1389960', '1082406', '1474688', '1015584', '1082154', '1921479', '1436713', '1938591', '1440589', '1180102']"
1313111,"['3259440', '1028404', '1084336', '2154960', '1083428', '1030052', '2061644', '2035179', '1041482', '2193877']"
1313718,"['1212080', '1125186', '1082334', '1015452', '1089518', '1029791', '1082154', '1092149', '1039752', '1016300']"
1314283,"['1089517', '1060774', '1015403', '1045818', '1424373', '1075538', '1017143', '4011670', '2035179', '1008145']"
1314311,"['1915337', '1986590', '1432596', '1045818', '1019568', '1017143', '1464989', '1084336', '1012561', '1071241']"
1315079,"['4113090', '1023048', '2082194', '1082387', '3369600', '1949068', '1047447', '3315879', '1008145', '1021847']"
1315244,"['1064828', '1077497', '1228110', '1970428', '2253642', '1848256', '1003148', '1867642', '1050339', '5385852']"
1316157,"['1005660', '3326892', '1949068', '1064271', '1035146', '2996596', '1292227', '1025753', '1963684', '3608170']"
1317379,"['1400705', '1092335', '1009459', '1049354', '1781300', '1026317', '1770782', '1035477', '1938591', '1205373']"
1318150,"['3344676', '1007914', '1082406', '1085860', '1007305', '1088581', '1040211', '1008145', '1073708', '1793132']"
1319004,"['1008145', '1427288', '1400705', '1009459', '1213546', '1474842', '1007433', '1465324', '1141406', '1049219']"
1319096,"['1794620', '1040211', '1039752', '1948901', '1453210', '1401425', '1449352', '1046385', '1794844', '2042966']"
1320395,"['3259440', '2567698', '1041007', '1003000', '1008732', '2295163', '3211779', '1020670', '1057244', '1792668']"
1321017,"['1212080', '1071241', '1007305', '1082406', '1794620', '1085860', '1070441', '1283273', '1003148', '2036345']"
1321218,"['3646172', '1046175', '4238362', '4742918', '1056461', '1067907', '5275059', '1941558', '5366275', '1400705']"
1321364,"['1424694', '3102324', '1388169', '1069685', '1873268', '1767388', '1369776', '1369777', '1221515', '1794202']"
1322968,"['1044547', '1794620', '1061977', '2154960', '1051797', '1089517', '1090043', '1203244', '1013502', '1096790']"
1323435,"['1581547', '1027247', '1032581', '1418686', '1281622', '1089243', '1010362', '1034282', '1082154', '1949068']"
1323700,"['3259440', '2063819', '2336093', '1101607', '1798557', '2170629', '1138986', '1467333', '1046265', '1474842']"
1324017,"['1401841', '1001896', '4242172', '1400705', '2317973', '1431836', '1770782', '3315879', '1035362', '1029159']"
1324698,"['1013225', '1089517', '1926103', '1848256', '2282081', '1467333', '1312333', '1884249', '2275502', '1915337']"
1326577,"['1084336', '1770782', '1059937', '1035326', '1474842', '1442678', '3010133', '1089243', '1030052', '1159939']"
1326807,"['1057244', '2133556', '4173403', '1079440', '1449351', '1090043', '1044547', '3547099', '1029553', '1012242']"
1329050,"['1063245', '2118032', '1853323', '2143304', '1012611', '2022979', '2294740', '1013225', '2256438', '2309689']"
1329974,"['1041482', '3181927', '2257609', '2256039', '1848256', '1050743', '1071241', '1082334', '1853323', '1878708']"
1330253,"['3259440', '3010133', '1008732', '1859140', '1201821', '3033668', '2243213', '1023045', '1059937', '1024854']"
1330944,"['4238362', '1401841', '2294993', '1089243', '1089521', '1083428', '1336968', '1059336', '1062326', '1829836']"
1331450,"['4742918', '1007305', '1863930', '3073494', '2256039', '1382840', '1030052', '1322320', '1039752', '1056733']"
1331855,"['1039752', '1085860', '1321017', '1902628', '1212080', '1067907', '1082154', '1258490', '1002299', '1023045']"
1332610,"['1059419', '1047447', '1794844', '1000594', '1283273', '1424694', '1226062', '1212080', '1903968', '1767388']"
1333516,"['1028404', '1013208', '1003000', '1322248', '2034893', '4113090', '1981355', '1391191', '1005279', '1212453']"
1333992,"['3316422', '1007914', '1012561', '1026686', '1962923', '1421921', '1030200', '1475048', '1021193', '1033778']"
1334913,"['1400705', '1798557', '1212453', '1063190', '1016300', '1006881', '1040771', '1424741', '1789837', '1024217']"
1335593,"['1794620', '3259440', '1161852', '1873231', '1020128', '2032117', '1361258', '2256039', '4113090', '1020959']"
1337199,"['1043579', '1767388', '1002299', '1321017', '3162527', '1044203', '1084336', '3315879', '4886245', '1439216']"
1337208,"['2295163', '1331571', '1089511', '1089517', '1082406', '1026425', '1009160', '2133556', '3187737', '1023709']"
1337383,"['1078554', '1915337', '1057244', '3033668', '1006073', '1029791', '1033825', '1066462', '1046265', '1529893']"
1337536,"['1015403', '1143694', '1853785', '1440468', '2063819', '1794620', '1036274', '1082387', '1068920', '1292416']"
1338585,"['1424694', '2131415', '1863930', '1014578', '1030052', '1082154', '1959786', '1048007', '1063245', '1082138']"
1338590,"['1007914', '1049522', '3621252', '1029553', '2063819', '1863930', '1424741', '2194123', '1022238', '1088581']"
1339293,"['1337303', '1039487', '1159939', '1941301', '1394364', '1203251', '1053759', '1947471', '1056868', '1057244']"
1339780,"['1059112', '1060068', '3394338', '3392046', '1039752', '5275059', '1004088', '4885241', '2201813', '2056749']"
1340105,"['1862115', '1002299', '1005660', '1205373', '1025753', '1420862', '1069685', '1336968', '1004992', '1255625']"
1340288,"['1257365', '1388169', '1063245', '1053759', '1822793', '1853785', '1424694', '1873268', '2250587', '1440089']"
1341442,"['1083428', '2295163', '1391191', '1019338', '1057244', '1054685', '1263399', '1255625', '1085470', '1084973']"
1341772,"['1040211', '1009257', '1394364', '1071794', '1092335', '1044547', '1071241', '1036274', '1012561', '3211779']"
1341999,"['1212080', '1767388', '1050743', '3315879', '1075495', '1054685', '3392046', '1858576', '1041616', '1258490']"
1342306,"['1009257', '1049688', '1020241', '1794620', '2143732', '1007914', '1917078', '3713327', '1039487', '4113090']"
1342621,"['1005660', '1018577', '1941301', '1045247', '1186350', '1786670', '1803022', '1051363', '1044663', '1529893']"
1342834,"['1043579', '1962929', '1925218', '1059419', '2070012', '1291809', '1019428', '3010133', '2150240', '3369600']"
1344172,"['1015403', '1007305', '1008988', '2034893', '3259440', '1020961', '1417905', '1005918', '1056733', '1159939']"
1344794,"['1007305', '1003000', '1082334', '1051440', '1020961', '1043008', '1186392', '1389960', '1068920', '1014533']"
1345150,"['1878708', '3646172', '1039752', '1892491', '1006197', '1059419', '1291809', '1205373', '3713327', '3053207']"
1345356,"['1040211', '1082150', '1400705', '1432596', '1092149', '1485224', '1085883', '1082582', '1057244', '1089517']"
1345593,"['1041007', '1009257', '1382836', '1848256', '1019568', '1382838', '1037602', '1031575', '1013380', '1141406']"
1346115,"['1009257', '1002898', '2201813', '1270508', '1026674', '1337297', '1019568', '1033778', '1458192', '1140727']"
1347511,"['3608208', '3259440', '4009552', '1069685', '1008145', '2143732', '2035162', '3012517', '2035179', '3344676']"
1347627,"['1007305', '1079252', '1051797', '1009459', '1015452', '1015767', '1851385', '1016063', '1292416', '1029159']"
1348353,"['1007305', '1002299', '1794620', '1009931', '3905366', '1039487', '1041007', '1019568', '2336093', '2214344']"
1348583,"['1047447', '1039487', '1039752', '1436713', '1794844', '1020670', '1035362', '1013129', '1029111', '1865891']"
1348796,"['1009393', '3211779', '4010969', '1851385', '1061118', '1270508', '1035326', '3608208', '2257188', '1016806']"
1349016,"['1056461', '1035146', '1916726', '1882933', '1473250', '1947471', '1061118', '2143732', '1056733', '1319345']"
1349092,"['1049522', '3274182', '3014576', '1043201', '1803022', '1021847', '1963310', '1421921', '1851385', '1917972']"
1349383,"['1863930', '4742918', '1775691', '1346815', '2143732', '4010969', '1011882', '3813669', '3211779', '1063245']"
1350255,"['1770782', '3995526', '1051363', '1034067', '1028270', '1049688', '1003000', '1018136', '1031741', '1141406']"
1350361,"['1011754', '2567698', '3344676', '1068920', '1474842', '2154960', '1401840', '1458192', '1089517', '1021597']"
1351164,"['1015403', '2584971', '2214344', '3033668', '2143732', '1076045', '3088496', '1465324', '3009033', '1066462']"
1351507,"['1829226', '1008145', '1002898', '1401841', '1432596', '3369600', '1083428', '1040771', '1346815', '1344548']"
1351511,"['1080370', '1159939', '2154960', '1090043', '1803022', '1786670', '1119522', '1039487', '1024197', '1949338']"
1352072,"['2256039', '1581547', '1389960', '1827374', '1101607', '1066462', '1082154', '1474773', '1481362', '1292416']"
1352302,"['2129427', '1089243', '1082577', '1082406', '1028842', '1258490', '1014578', '1085860', '1017143', '1262986']"
1352740,"['4742918', '1060068', '1046265', '2035179', '1420862', '1212893', '1041482', '5385852', '3394338', '1029111']"
1352838,"['3369600', '1017143', '1056315', '1057244', '1209899', '1064275', '2133254', '1043008', '1781120', '1125186']"
1354871,"['1059937', '1019568', '1547265', '1021847', '1023500', '1322320', '1052380', '1026425', '1470158', '1613372']"
1355653,"['1382836', '1343089', '1023045', '2139305', '1400717', '1039487', '1770782', '1029159', '1941301', '1026425']"
1355881,"['1027191', '4238362', '2243213', '2008284', '1071241', '1033190', '1433050', '1389960', '3009821', '2295163']"
1355884,"['1927869', '1082150', '1427788', '1440589', '1481371', '1180108', '1458192', '1012561', '3010133', '1882933']"
1357269,"['1047138', '3073494', '1056733', '2382705', '2282081', '1066462', '2233893', '1037954', '3014576', '2339950']"
1357804,"['1041007', '1037602', '2326403', '1025723', '1089523', '1321789', '2250587', '2053249', '2194123', '1396339']"
1357890,"['2295163', '1071241', '1082398', '1058234', '3616310', '2061644', '1082334', '1019338', '1358413', '1074841']"
1359768,"['1015403', '1089517', '1053759', '1057244', '1089512', '1464989', '1044547', '1067907', '1000482', '1793132']"
1359809,"['1061118', '1812895', '3813669', '4112874', '1057197', '1321789', '1777932', '1016486', '1082407', '1292227']"
1360312,"['1458192', '1918734', '1056868', '1057244', '1067907', '1853785', '1008145', '1937939', '1017841', '1043008']"
1360428,"['1322328', '4173403', '1080687', '1440345', '2022979', '1529893', '2070012', '1925218', '1074841', '1471391']"
1361035,"['3259440', '1316648', '3392046', '1775691', '5275059', '3642673', '2030664', '1459149', '1080687', '2129427']"
1364460,"['1043008', '2035179', '1007305', '1394364', '1039487', '1200840', '1044547', '3813669', '1212893', '3181927']"
1365397,"['1781300', '1192090', '4886245', '1431836', '1369776', '5366275', '1033190', '1871471', '1034108', '1436348']"
1366859,"['2158189', '1476651', '1863930', '1041482', '1449352', '1418180', '1003284', '1400717', '1009160', '3598313']"
1368702,"['1827702', '1003000', '2209098', '3662594', '1084336', '3392046', '1066462', '1086249', '4010969', '2143304']"
1371556,"['1082406', '1025753', '2022979', '1291809', '1283273', '1058234', '1470158', '1026425', '1029159', '1873281']"
1371638,"['1020459', '1071241', '2363651', '1433050', '3995526', '1729284', '1482200', '1400705', '1217071', '1424741']"
1372962,"['2361768', '2567698', '1013416', '3162527', '4074636', '1039752', '1000323', '1161852', '1089523', '2035179']"
1373969,"['1027191', '2363651', '1457306', '1064275', '1312333', '1026411', '1070441', '1018153', '2988943', '1358413']"
1374058,"['1024854', '1049688', '1461903', '1075538', '2971734', '1054685', '1337297', '1056733', '1873281', '2062430']"
1374060,"['1015403', '1062134', '2008284', '2082194', '3616310', '1848256', '1878708', '1030200', '3786755', '1948901']"
1374450,"['1394364', '1021615', '1863930', '1066165', '1028409', '3908032', '1021847', '1033778', '1058234', '1030052']"
1374591,"['1007305', '1002299', '1186392', '1001885', '1075495', '1017143', '1019568', '1078250', '1018577', '3537590']"
1375419,"['2567698', '3162513', '1794620', '4742918', '1770782', '1032645', '2326403', '1818347', '3140801', '1040771']"
1376350,"['3111928', '1007914', '1343089', '1020961', '1794844', '1051363', '3813669', '1020959', '1040771', '1461903']"
1376633,"['3010133', '3642673', '1292416', '2256039', '1394433', '1056868', '4714734', '2250587', '2053249', '1034479']"
1377676,"['1041482', '1070851', '4742918', '1770782', '3646172', '1075495', '3259440', '1059419', '2082194', '1018577']"
1378411,"['1941558', '1401425', '1865891', '1775691', '1062134', '1030470', '1036243', '1030052', '1277981', '1080812']"
1378737,"['1045247', '1082406', '2256039', '1049219', '1080309', '1028780', '1453210', '1055486', '1087758', '1914083']"
1378905,"['3369600', '2022979', '1467333', '1082154', '1440992', '1227838', '1024217', '1330009', '4152754', '1058679']"
1379502,"['1941558', '2035179', '1316648', '2280027', '1432596', '1056733', '1084082', '1080309', '1965977', '1040771']"
1380428,"['3326892', '2295324', '1343089', '1028780', '1400705', '2363651', '3124525', '4238362', '3315879', '1283273']"
1380431,"['1015767', '2063819', '1011754', '1015584', '1001193', '1026411', '1026425', '1082518', '1367458', '1361249']"
1381137,"['1009257', '1041007', '1731370', '1058234', '1040771', '1794844', '1361258', '1547265', '1046209', '1038267']"
1381161,"['1581547', '1369777', '1228110', '1025753', '1467333', '1440589', '1214898', '1419841', '1083428', '1057244']"
1382042,"['2363651', '1863930', '3394338', '2022979', '2193877', '1853785', '1394536', '1069885', '1442680', '1013129']"
1382482,"['3642673', '1041616', '3124525', '3326892', '1917078', '1358873', '1013416', '1056461', '1731370', '1018153']"
1382861,"['1082398', '1059419', '1069059', '1777823', '1459149', '1060068', '1026036', '3547099', '1424741', '1460313']"
1383001,"['1017143', '1060068', '1019568', '1082334', '1066462', '1382846', '1125186', '1085799', '1859140', '1449351']"
1384008,"['1008145', '1007305', '1207819', '1058759', '1068920', '1012637', '1028270', '1013502', '3813669', '1949338']"
1384271,"['1859140', '1485225', '1459149', '1863930', '1060774', '1270508', '1027247', '3616310', '1481362', '1456034']"
1384935,"['2154960', '2243213', '1002299', '1043008', '1090043', '1092335', '1449352', '1071241', '1084336', '1004088']"
1385465,"['1051440', '2256039', '1449351', '1822793', '1040771', '1469051', '1033778', '2267883', '1440101', '1865089']"
1385726,"['1082406', '1025753', '1060117', '1016486', '1025336', '1045818', '2139305', '1043485', '1017143', '1037954']"
1385999,"['1089512', '4742918', '1027191', '3335362', '1064828', '1082387', '2053249', '1023045', '4242172', '1254588']"
1386692,"['2082194', '1007305', '1367964', '1013416', '1043008', '1031575', '1021847', '1069685', '1053759', '1038267']"
1388706,"['1007305', '1009257', '1044547', '1089512', '1060068', '1089523', '1082398', '2265312', '1032945', '1916726']"
1388892,"['3646172', '1024854', '2063819', '1049354', '1853785', '1061118', '1125186', '1079680', '1758767', '1044663']"
1389319,"['3162513', '1082387', '1089523', '2118032', '1060774', '1119522', '3813669', '1937357', '1758767', '1076045']"
1389804,"['2326403', '1433700', '1257365', '1461903', '1283273', '2143732', '4112874', '1400705', '1141406', '1084336']"
1390643,"['4238362', '1401425', '1043008', '1063245', '1331571', '1082399', '1074841', '1006004', '1059406', '1046209']"
1391235,"['1316648', '3392046', '2257188', '2070012', '4173403', '2061644', '1400705', '1346815', '1336968', '2567919']"
1391236,"['1059112', '1051440', '1082154', '1041482', '1013416', '1264579', '4112874', '1132956', '1070851', '1970428']"
1391920,"['3017857', '1283273', '4886245', '1770782', '1041616', '1085860', '2036343', '1794620', '1017143', '1013502']"
1393792,"['1088022', '1089243', '1007305', '1056315', '1228110', '1207819', '1090043', '1040211', '1067907', '1080370']"
1394893,"['1780565', '1019485', '1336968', '2284090', '1853323', '1082398', '1205370', '1456597', '4714734', '1008145']"
1395889,"['1008145', '1017143', '1077847', '2253642', '1085470', '1028270', '1018136', '1082150', '1085799', '1873231']"
1396208,"['1044547', '1058234', '1400705', '1043485', '1013416', '1074841', '1057244', '1090043', '1068308', '1382838']"
1396278,"['1020670', '1316648', '1101607', '1228110', '1336968', '2042966', '1082399', '1467776', '1016486', '1400707']"
1396456,"['1047447', '1316622', '2034893', '1212152', '1015452', '1003284', '1060117', '1442678', '1062193', '1467776']"
1396913,"['1049688', '3616310', '1021615', '1041482', '1022060', '3609132', '1981647', '1023045', '1344548', '1082173']"
1397012,"['1007914', '1025723', '1063245', '1017143', '4242172', '1068920', '4011670', '1859140', '1361264', '1794844']"
1397239,"['1455933', '1848256', '1863930', '1859140', '1046265', '2136484', '1417905', '1015403', '1060117', '1030153']"
1397515,"['1028404', '1085860', '1083428', '1033997', '1827374', '1021847', '1382836', '1005521', '3608235', '1959786']"
1397564,"['1045247', '1388169', '1941301', '1049190', '1204889', '1002299', '1467333', '2130986', '4242172', '1819974']"
1397863,"['1041482', '1064828', '1949338', '1201821', '2297786', '1467776', '4113090', '1050743', '1863930', '1023045']"
1397923,"['1467333', '1322248', '1078554', '1369776', '1439216', '1358873', '1401840', '1026425', '2061644', '1227838']"
1397989,"['1056315', '1023045', '1021847', '1529893', '1021273', '1758767', '1059419', '1424741', '1119839', '1465324']"
1398078,"['1003000', '1067907', '1085860', '1071241', '2022979', '1068920', '1018577', '1035477', '1000517', '1012561']"
1398366,"['1440972', '3642673', '2082194', '1212152', '1396339', '3326892', '1013225', '1860750', '1440101', '2034893']"
1398995,"['2035179', '1201821', '1039752', '1400705', '1088581', '5363767', '1418686', '1758767', '1125186', '1863930']"
1399116,"['1015403', '2035179', '1941301', '1065239', '3642673', '1862115', '1859140', '1892491', '4112874', '1029111']"
1399547,"['2063819', '1970428', '1008145', '1071241', '1059336', '2256039', '2242467', '1070851', '1220853', '1071794']"
1399766,"['1212080', '1041007', '2361768', '2253642', '1949338', '2567698', '3009821', '1082150', '1039487', '1085883']"
1400160,"['3259440', '1027191', '1082406', '1200840', '1052203', '4238362', '3344676', '1001885', '1040211', '1021847']"
1400223,"['1051797', '1812895', '3103080', '1400705', '1009257', '2250587', '2032117', '1431779', '1029553', '1063245']"
1400390,"['1060068', '1369777', '1019338', '2034893', '1059419', '1119522', '1941558', '1004992', '2118032', '1001193']"
1402132,"['3211779', '1021847', '1041007', '1818347', '1025723', '1019338', '1858576', '1321018', '3006581', '2253642']"
1403356,"['1045818', '1312333', '1018153', '1023045', '1083428', '3323987', '2256438', '1066462', '1013502', '1016003']"
1403797,"['1041482', '2035179', '1228110', '1045247', '1878708', '1088022', '2036345', '1781120', '1064275', '1485225']"
1404446,"['1009257', '4742918', '3344676', '2201813', '1043579', '1456597', '1030052', '3274113', '1400705', '1424741']"
1404864,"['1292416', '1082387', '1316648', '1082154', '4742918', '1482200', '1213546', '1064275', '1027247', '1203251']"
